C8D593AF,ui_TUM_Co-OpDamageTitle
54C16968,Sounds:vo_hub1:HB1_11313_1_Knuckles_x_x_Arrrrrheh
1C7F64CF,Sounds:vo_hub1:HB1_11314_1_Tails_x_x_We-can-fix-y
BD900D98,Sounds:vo_hub1:HB1_11315_20_Capn-Salty_x_x_I-believe-we
08E1AEFF,Sounds:vo_hub1:HB1_11316_20_Capn-Salty_x_x_You-dont-ha
B48DE63D,Sounds:vo_hub1:HB1_11317_20_Capn-Salty_x_x_Looks-like-y
6B295D39,Sounds:vo_hub1:HB1_11318_20_Sonic_x_x_Cant-be-tha
35B26F70,Sounds:vo_hub1:HB1_11319_1_Amy_x_x_They-have-to
1DCAC946,Sounds:vo_hub1:HB1_11320_1_Knuckles_x_x_Ill-do-anyt
4800316E,Sounds:vo_hub1:HB1_11321_1_Tails_x_x_These-boat-p
7EF95A17,Sounds:vo_hub1:HB1_11322_1_Sonic_x_x_Found-the-fi
C732B639,Sounds:vo_hub1:HB1_11323_1_Amy_x_x_Got-one
DFB4E940,Sounds:vo_hub1:HB1_11324_1_Knuckles_x_x_Got-the-firs
34A88A30,Sounds:vo_hub1:HB1_11325_1_Tails_x_x_This-has-to
9A08E6CA,Sounds:vo_hub1:HB1_11326_1_Sonic_x_x_And-another
68D6893F,Sounds:vo_hub1:HB1_11327_1_Sonic_x_x_ALT-This-m
FF63E8E1,Sounds:vo_hub1:HB1_11328_1_Amy_x_x_Guys-this-i
BC9D7E30,Sounds:vo_hub1:HB1_11329_1_Knuckles_x_x_One-more-to
29CBB6F5,Sounds:vo_hub1:HB1_11330_1_Tails_x_x_We-only-need
DF01D935,Sounds:vo_hub1:HB1_11331_1_Sonic_x_x_Thats-the-l
71DDE6C5,Sounds:vo_hub1:HB1_11332_1_Amy_x_x_This-should
C8DE5EFB,Sounds:vo_hub1:HB1_11333_1_Knuckles_x_x_Gotem-all
E95F7203,Sounds:vo_hub1:HB1_11334_1_Tails_x_x_This-is-the
A11E205E,Sounds:vo_hub1:HB1_11335_1_Sonic_x_x_Lets-get-th
A17E1FA2,Sounds:vo_hub1:HB1_11336_1_Amy_x_x_Lets-head-b
451FCB2E,Sounds:vo_hub1:HB1_11337_1_Knuckles_x_x_Where-is-thi
A6EE663A,Sounds:vo_hub1:HB1_11338_1_Tails_x_x_We-cant-was
E644715F,Sounds:vo_hub1:HB1_11339_1_Sonic_x_x_Wow-you-fix
3682E6E5,Sounds:vo_hub1:HB1_11340_20_Capn-Salty_x_x_Duh-Pirate
398CB13F,Sounds:vo_hub1:HB1_11341_20_Capn-Salty_x_x_The-boat-be
07CCD7E1,Sounds:vo_hub1:HB1_11342_20_Capn-Salty_x_x_The-boat-sh
F39AA6BC,Sounds:vo_hub1:HB1_11343_1_Sonic_x_x_Okay-everyon
846B76AE,Sounds:vo_hub1:HB1_11344_1_Amy_x_x_Looks-like-h
0EA77A48,Sounds:vo_hub1:HB1_11345_1_Knuckles_x_x_Huh-it-actu
8D6FBB8D,Sounds:vo_hub1:HB1_11346_1_Tails_x_x_The-boat-wil
1935525E,Sounds:vo_hub1:HB1_11348_1_Sonic_x_x_Alright-guys
E3B904A2,Sounds:vo_hub1:HB1_11349_1_Amy_x_x_Yes
FC5DECA8,Sounds:vo_hub1:HB1_11350_20_Knuckles_x_x_Lets-go
CB9581A5,Sounds:vo_hub1:HB1_11351_1_Tails_x_x_Lead-the-way
0AEE10A1,Sounds:vo_hub1:HB1_11352_1_Amy_x_x_This-is-cool
0CE37518,Sounds:vo_hub1:HB1_11353_20_Knuckles_x_x_Finally-some
DCD08F17,Sounds:vo_hub1:HB1_11354_1_Tails_x_x_Seaside-Vill
A6D41498,Sounds:vo_hub1:HB1_11355_1_Sonic_x_x_Its-opening
8FDC1A39,Sounds:vo_hub1:HB1_11356_1_Amy_x_x_Looks-like-i
93FD3B22,Sounds:vo_hub1:HB1_11357_1_Amy_x_x_Its-working
D0316472,Sounds:vo_hub1:HB1_11358_1_Knuckles_x_x_Give-and-we
DED399D6,Sounds:vo_hub1:HB1_11359_1_Tails_x_x_I-love-the-w
BACCE0A2,Sounds:vo_hub1:HB1_11360_1_Sonic_x_x_You-guys-rea
0C80A9D9,Sounds:vo_hub1:HB1_11361_1_Amy_x_x_I-hope-you-c
60B1D579,Sounds:vo_hub1:HB1_11362_1_Knuckles_x_x_I-cant-wait
C390F513,Sounds:vo_hub1:HB1_11363_1_Tails_x_x_Watch-out-fo
17011F46,Sounds:vo_hub1:HB1_11364_1_Sonic_x_x_That-was-ins
7193F67D,Sounds:vo_hub1:HB1_11365_1_Amy_x_x_That-was-inc
79AE8180,Sounds:vo_hub1:HB1_11366_20_Knuckles_x_x_Who-builds-r
148AF584,Sounds:vo_hub1:HB1_11367_1_Tails_x_x_That-was-abo
1963BF5E,Sounds:vo_hub1:HB1_11368_1_Sonic_x_x_Here-we-go-a
06B6B66C,Sounds:vo_hub1:HB1_11369_1_Amy_x_x_Race-ya
8DCAD510,Sounds:vo_hub1:HB1_11370_20_Knuckles_x_x_Not-again
91388115,Sounds:vo_hub1:HB1_11371_1_Tails_x_x_I-think-I-wi
C49DD331,Sounds:vo_hub1:HB1_11372_1_Sonic_x_x_Man-I-could
9DBA2EC4,Sounds:vo_hub1:HB1_11373_1_Amy_x_x_Me-too
9093E673,Sounds:vo_hub1:HB1_11374_20_Knuckles_x_x_Make-it-stop
C1E5017C,Sounds:vo_hub1:HB1_11375_1_Tails_x_x_This-are-pre
4493E8CC,Sounds:vo_hub1:HB1_11376_1_Sonic_x_x_annnnnnd
E1F983D3,Sounds:vo_hub1:HB1_11377_1_Amy_x_x_There-is-ano
4B3A4266,Sounds:vo_hub1:HB1_11378_20_Knuckles_x_x_Allllright-n
C6FBCD16,Sounds:vo_hub1:HB1_11379_1_Amy_x_x_Nice-try-Knu
7031992C,Sounds:vo_hub1:HB1_11380_1_Tails_x_x_Looks-like-w
872FD1A2,Sounds:vo_hub1:HB1_11382_1_Sonic_x_x_What-do-you
D7042F4E,Sounds:vo_hub1:HB1_11383_1_Amy_x_x_This-cant-b
F2E07CAD,Sounds:vo_hub1:HB1_11384_20_Knuckles_x_x_What-is-that
74CBECE3,Sounds:vo_hub1:HB1_11385_1_Tails_x_x_This-has-to
0D5484E5,Sounds:vo_hub1:HB1_11386_1_Sonic_x_x_What-is-this
5E742AB7,Sounds:vo_hub1:HB1_11387_1_Amy_x_x_I-think-we-c
9A761E79,Sounds:vo_hub1:HB1_11388_1_Knuckles_x_x_A-giant-rust
C2051207,Sounds:vo_hub1:HB1_11389_1_Tails_x_x_Looks-like-w
F8C11D67,Sounds:vo_hub1:HB1_11390_1_Sonic_x_x_I-wonder-wha
C40F4C1E,Sounds:vo_hub1:HB1_11391_1_Amy_x_x_We-should-co
616BC1CE,Sounds:vo_hub1:HB1_11392_1_Knuckles_x_x_What-do-you
1D0EFCC9,Sounds:vo_hub1:HB1_11393_1_Tails_x_x_Guys-we-sho
88F5B27E,Sounds:vo_hub1:HB1_11394_1_Sonic_x_x_Wow-That-wa
6EDF90A6,Sounds:vo_hub1:HB1_11395_1_Amy_x_x_It-is-the-ha
642ED2DA,Sounds:vo_hub1:HB1_11396_1_Knuckles_x_x_So-somewher
5F7F87A8,Sounds:vo_hub1:HB1_11397_1_Tails_x_x_Very-cool-Th
56556ECC,Sounds:vo_hub1:HB1_11398_20_Sonic_x_x_Time-to-go
75BD5812,Sounds:vo_hub1:HB1_11399_1_Tails_x_x_Okay
C52875EE,Sounds:vo_hub1:HB1_11400_1_Sonic_x_x_Theres-some
24A75E88,Sounds:vo_hub1:HB1_11401_1_Amy_x_x_Is-there-som
17A0ACCE,Sounds:vo_hub1:HB1_11402_1_Knuckles_x_x_Is-he-holdin
D42FA9C7,Sounds:vo_hub1:HB1_11403_1_Tails_x_x_I-think-ther
3A20C9D2,Sounds:vo_hub1:HB1_11404_1_Sonic_x_x_Wow-These-r
03C82F11,Sounds:vo_hub1:HB1_11405_1_Amy_x_x_I-wonder-if
194956A2,Sounds:vo_hub1:HB1_11406_1_Knuckles_x_x_They-sure-ar
67F46039,Sounds:vo_hub1:HB1_11407_1_Tails_x_x_They-are-esc
A4E8D488,Sounds:vo_hub1:HB1_11408_1_Sonic_x_x_Looks-like-w
198CEDF8,Sounds:vo_hub1:HB1_11409_1_Amy_x_x_I-bet-some-r
1885708D,Sounds:vo_hub1:HB1_11410_1_Knuckles_x_x_Guys-do-you
D8778F66,Sounds:vo_hub1:HB1_11411_1_Tails_x_x_The-scaffodl
4311B9C6,Sounds:vo_hub1:HB1_11412_1_Sonic_x_x_We-should-ch
1F893734,Sounds:vo_hub1:HB1_11413_1_Amy_x_x_I-wonder-wha
DD45660B,Sounds:vo_hub1:HB1_11414_1_Knuckles_x_x_Guys-they-w
D171F9F6,Sounds:vo_hub1:HB1_11415_1_Tails_x_x_They-do-not
0C2321DB,Sounds:vo_hub1:HB1_11416_1_Sonic_x_x_We-need-to-f
D5B99529,Sounds:vo_hub1:HB1_11417_1_Amy_x_x_Bummer-wher
55F83E25,Sounds:vo_hub1:HB1_11418_1_Knuckles_x_x_We-need-to-h
ECE9EF66,Sounds:vo_hub1:HB1_11419_1_Tails_x_x_In-order-to
83B6AD3E,Sounds:vo_hub1:HB1_11420_1_Sonic_x_x_Looks-great
F4904308,Sounds:vo_hub1:HB1_11421_1_Amy_x_x_It-looks-so
7400735B,Sounds:vo_hub1:HB1_11422_1_Tails_x_x_This-is-a-bi
EFD292BF,Sounds:vo_hub1:HB1_11423_20_Knuckles_x_x_No-beat-B
B0275F32,Sounds:vo_hub1:HB1_11424_1_Sonic_x_x_There-has-to
DC87AD40,Sounds:vo_hub1:HB1_11425_1_Amy_x_x_I-see-someth
8C7DAA89,Sounds:vo_hub1:HB1_11426_1_Knuckles_x_x_Okay-lets-w
8DC85794,Sounds:vo_hub1:HB1_11427_1_Knuckles_x_x_Okay-lets-w
FB839627,Sounds:vo_hub1:HB1_11428_1_Tails_x_x_I-think-we-s
8320DC66,Sounds:vo_hub1:HB1_11429_1_Sonic_x_x_I-think-that
63003A1C,Sounds:vo_hub1:HB1_11430_1_Amy_x_x_I-dont-thin
24089037,Sounds:vo_hub1:HB1_11431_1_Knuckles_x_x_Dead-end-guy
FDDCE6C0,Sounds:vo_hub1:HB1_11432_1_Tails_x_x_I-do-beleive
97C1D55F,Sounds:vo_hub1:HB1_11433_1_Sonic_x_x_Wait-there
A6D9E228,Sounds:vo_hub1:HB1_11434_1_Sonic_x_x_Wait-there
790C3D4E,Sounds:vo_hub1:HB1_11435_1_Amy_x_x_I-see-someth
2215799B,Sounds:vo_hub1:HB1_11436_1_Knuckles_x_x_I-think-I-se
371050CB,Sounds:vo_hub1:HB1_11437_1_Tails_x_x_I-would-thin
BAFA0651,Sounds:vo_hub1:HB1_11438_1_Tails_x_x_I-would-thin
554A9B51,Sounds:vo_hub1:HB1_11439_1_Sonic_x_x_That-tunnel
69359E5F,Sounds:vo_hub1:HB1_11440_1_Amy_x_x_They-are-out
D035180C,Sounds:vo_hub1:HB1_11441_20_Knuckles_x_x_Why-dont-th
0CC93841,Sounds:vo_hub1:HB1_11442_1_Amy_x_x_It-appears-t
BA685E01,Sounds:vo_hub1:HB1_11443_1_Sonic_x_x_I-think-we-c
438F96E3,Sounds:vo_hub1:HB1_11444_1_Knuckles_x_x_They-need-ro
23A4A7B9,Sounds:vo_hub1:HB1_11445_1_Tails_x_x_They-need-he
8FC94BF8,Sounds:vo_hub1:HB1_11446_1_Sonic_x_x_I-would-love
6B916C93,Sounds:vo_hub1:HB1_11447_1_Amy_x_x_I-wish-we-co
E5394D3F,Sounds:vo_hub1:HB1_11448_1_Knuckles_x_x_I-want-to-co
543831AB,Sounds:vo_hub1:HB1_11449_1_Tails_x_x_We-should-tr
8AC13F28,Sounds:vo_hub1:HB1_11450_1_Sonic_x_x_Boom-goes-th
067506F1,Sounds:vo_hub1:HB1_11451_1_Amy_x_x_Cool-explosi
5A751EE0,Sounds:vo_hub1:HB1_11452_20_Knuckles_x_x_That-wasA
C9506DF3,Sounds:vo_hub1:HB1_11453_1_Tails_x_x_There-seems
6FC383B7,Sounds:vo_hub1:HB1_11454_1_Sonic_x_x_Guys-lets-t
3006C4B8,Sounds:vo_hub1:HB1_11455_1_Amy_x_x_I-think-we-s
3D5707D2,Sounds:vo_hub1:HB1_11456_1_Knuckles_x_x_Taking-a-pat
BAC2A341,Sounds:vo_hub1:HB1_11457_1_Tails_x_x_I-would-like
9E5F0B1A,Sounds:vo_hub1:HB1_11458_1_Tails_x_x_Lets-start-d
9831E561,Sounds:vo_hub1:HB1_11459_1_Sonic_x_x_Like-us
F10C80B3,Sounds:vo_hub1:HB1_11460_1_Sonic_x_x_Guys-we-are
FBFC196B,Sounds:vo_hub1:HB1_11461_1_Sonic_x_x_Theres-a-ro
82524068,Sounds:vo_hub1:HB1_11462_1_Amy_x_x_Look-there
23CCFEA6,Sounds:vo_hub1:HB1_11463_1_Knuckles_x_x_The-blast-ex
C08485F4,Sounds:vo_hub1:HB1_11464_1_Tails_x_x_I-love-it-wh
1918C500,Sounds:vo_hub1:HB1_11465_1_Sonic_x_x_Looks-like-t
7F190680,Sounds:vo_hub1:HB1_11466_1_Amy_x_x_I-think-Chef
A33BDDB0,Sounds:vo_hub1:HB1_11467_1_Knuckles_x_x_We-should-he
CB3E3F98,Sounds:vo_hub1:HB1_11468_1_Tails_x_x_These-tents
2376C548,Sounds:vo_hub1:HB1_11469_1_Sonic_x_x_We-need-to-c
D5A99C83,Sounds:vo_hub1:HB1_11470_1_Amy_x_x_We-really-ne
ABCC5DEA,Sounds:vo_hub1:HB1_11471_1_Knuckles_x_x_I-definatly
6AE17B18,Sounds:vo_hub1:HB1_11472_1_Tails_x_x_I-hope-we-re
B3294FEE,Sounds:vo_hub1:HB1_11473_1_Sonic_x_x_We-dont-hav
38975CBE,Sounds:vo_hub1:HB1_11474_1_Amy_x_x_We-need-to-c
278ED7B6,Sounds:vo_hub1:HB1_11475_1_Knuckles_x_x_We-shouldnt
5BB127C2,Sounds:vo_hub1:HB1_11476_1_Tails_x_x_Looks-like-w
2E49AC62,Sounds:vo_hub1:HB1_11477_1_Sonic_x_x_Done-Everyo
428B8C34,Sounds:vo_hub1:HB1_11478_1_Amy_x_x_I-think-that
4CB1B6C1,Sounds:vo_hub1:HB1_11479_1_Knuckles_x_x_Chef-should
5967D5E4,Sounds:vo_hub1:HB1_11480_1_Tails_x_x_Now-that-loo
E9066945,Sounds:vo_hub1:HB1_11481_1_Sonic_x_x_This-wreckin
BDEE456E,Sounds:vo_hub1:HB1_11482_1_Amy_x_x_This-wreckng
165F9AE3,Sounds:vo_hub1:HB1_11483_1_Knuckles_x_x_Looks-like-s
31F6EFF4,Sounds:vo_hub1:HB1_11484_20_Sonic_x_x_Well-you-ar
F639A02B,Sounds:vo_hub1:HB1_11485_20_Knuckles_x_x_Not-funny
075C2D03,Sounds:vo_hub1:HB1_11486_1_Tails_x_x_I-do-not-thi
4416362F,Sounds:vo_hub1:HB1_11487_1_Sonic_x_x_Lets-keep-g
8EF9AB57,Sounds:vo_hub1:HB1_11488_1_Amy_x_x_Guys-we-can
18081150,Sounds:vo_hub1:HB1_11489_1_Knuckles_x_x_Were-coming
FECA3E4F,Sounds:vo_hub1:HB1_11490_1_Tails_x_x_We-should-re
41229C8E,Sounds:vo_hub1:HB1_11492_1_Sonic_x_x_Done-Smash
2EC5974B,Sounds:vo_hub1:HB1_11493_1_Amy_x_x_Okay-the-wr
EE08DBDF,Sounds:vo_hub1:HB1_11494_1_Knuckles_x_x_Lets-see-th
E85DAB5D,Sounds:vo_hub1:HB1_11495_1_Tails_x_x_I-cant-wait
AF4A05E3,Sounds:vo_hub1:HB1_11496_1_Sonic_x_x_Sweet-destru
C9E6FE07,Sounds:vo_hub1:HB1_11497_1_Amy_x_x_That-was-qui
FC8EE02F,Sounds:vo_hub1:HB1_11498_1_Knuckles_x_x_That-will-ne
CE638C12,Sounds:vo_hub1:HB1_11499_1_Tails_x_x_It-went-thro
FB434051,Sounds:vo_hub1:HB1_11500_20_Sonic_x_x_Okay-lets-s
34CEAAFC,Sounds:vo_hub1:HB1_11501_1_Amy_x_x_Those-are-ve
02813C95,Sounds:vo_hub1:HB1_11502_1_Knuckles_x_x_We-gotta-exp
0FBE1230,Sounds:vo_hub1:HB1_11503_1_Tails_x_x_History-woul
7420B3EB,Sounds:vo_hub1:HB1_11504_1_Sonic_x_x_Okay-everyo
1F3AEA2D,Sounds:vo_hub1:HB1_11505_1_Amy_x_x_That-was-fin
8CE1E7B4,Sounds:vo_hub1:HB1_11506_1_Knuckles_x_x_I-like-those
23953A12,Sounds:vo_hub1:HB1_11507_1_Tails_x_x_This-seems-t
391B7792,Sounds:vo_hub1:HB1_11509_1_Sonic_x_x_Hey-there-i
0C65FF50,Sounds:vo_hub1:HB1_11510_1_Amy_x_x_I-wonder-how
5203DF2B,Sounds:vo_hub1:HB1_11511_1_Knuckles_x_x_That-is-a-pr
889FC5F1,Sounds:vo_hub1:HB1_11512_1_Tails_x_x_Guys-there
C1ADC970,Sounds:vo_hub1:HB1_11513_1_Tails_x_x_They-are-exc
7B593C5E,Sounds:vo_hub1:HB1_11514_1_Tails_x_x_Guys-look
859F3402,Sounds:vo_hub1:HB1_11516_1_Troubled-Turtle_x_x_Hello-Can-y
B12CF26B,Sounds:vo_hub1:HB1_11517_1_Troubled-Turtle_x_x_I-am-really
9BEEF332,Sounds:vo_hub1:HB1_11518_1_Troubled-Turtle_x_x_I-am-busy-ri
16CB2282,Sounds:vo_hub1:HB1_11519_1_Troubled-Turtle_x_x_You-there-c
09C4233A,Sounds:vo_hub1:HB1_11520_1_Troubled-Turtle_x_x_Hello-I-hop
C04F3456,Sounds:vo_hub1:HB1_11521_1_Troubled-Turtle_x_x_I-would-love
C7876925,Sounds:vo_hub1:HB1_11522_1_Troubled-Turtle_x_x_My-family-is
B480E0ED,Sounds:vo_hub1:HB1_11523_1_Troubled-Turtle_x_x_My-family-us
03921B41,Sounds:vo_hub1:HB1_11524_1_Troubled-Turtle_x_x_I-need-your
48537F08,Sounds:vo_hub1:HB1_11525_1_Sonic_x_x_Im-not-sure
D446DFA8,Sounds:vo_hub1:HB1_11526_1_Amy_x_x_We-will-see
46F7C636,Sounds:vo_hub1:HB1_11527_1_Tails_x_x_I-am-not-sur
A0EB19DE,Sounds:vo_hub1:HB1_11528_1_Troubled-Turtle_x_x_Oh-thank-you
72FF5142,Sounds:vo_hub1:HB1_11529_1_Troubled-Turtle_x_x_Anything-you
EAFB1DA9,Sounds:vo_hub1:HB1_11530_1_Troubled-Turtle_x_x_Seems-like-y
B0089A34,Sounds:vo_hub1:HB1_11531_1_Troubled-Turtle_x_x_I-think-you
26814CB3,Sounds:vo_hub1:HB1_11532_1_Troubled-Turtle_x_x_Oh-looks-li
90E3AABB,Sounds:vo_hub1:HB1_11537_1_Chef_x_x_Why-are-you
CAC14CF0,Sounds:vo_hub1:HB1_11538_1_Chef_x_x_Sacrebleu-I
302DE40D,Sounds:vo_hub1:HB1_11539_1_Chef_x_x_I-dont-have
0965C535,Sounds:vo_hub1:HB1_11540_1_Chef_x_x_Hey-Over-he
4FBAEA89,Sounds:vo_hub1:HB1_11541_1_Chef_x_x_Over-here-I
3C7497A2,Sounds:vo_hub1:HB1_11542_1_Chef_x_x_I-have-nothi
2587B9FB,Sounds:vo_hub1:HB1_11543_1_Chef_x_x_I-cant-cook
9E1D8A18,Sounds:vo_hub1:HB1_11544_20_Knuckles_x_x_Under-his-b
6C2B8453,Sounds:vo_hub1:HB1_11545_1_Chef_x_x_I-heard-that
517D7576,Sounds:vo_hub1:HB1_11546_1_Amy_x_x_Who-burned-h
CE7FEC2D,Sounds:vo_hub1:HB1_11547_1_Tails_x_x_Haha-Good-on
FA208123,Sounds:vo_hub1:HB1_11548_1_Chef_x_x_Lyrics-robot
E7541A4C,Sounds:vo_hub1:HB1_11549_1_Chef_x_x_I-have-seen
42D67416,Sounds:vo_hub1:HB1_11550_1_Chef_x_x_I-still-hear
DB0894CC,Sounds:vo_hub1:HB1_11551_20_Chef_x_x_I-didnt-exp
97931F53,Sounds:vo_hub1:HB1_11552_1_Chef_x_x_What-are-you
DA1A2054,Sounds:vo_hub1:HB1_11553_1_Sonic_x_x_The-robots-a
A1F4434A,Sounds:vo_hub1:HB1_11554_1_Amy_x_x_We-took-care
D91F1596,Sounds:vo_hub1:HB1_11555_1_Knuckles_x_x_I-dont-thin
CD80FF44,Sounds:vo_hub1:HB1_11556_1_Tails_x_x_The-food-sup
B5E2E6BA,Sounds:vo_hub1:HB1_11557_1_Chef_x_x_Thank-you-so
87011049,Sounds:vo_hub1:HB1_11558_1_Chef_x_x_You-did-it
B297CA5C,Sounds:vo_hub1:HB1_11559_1_Chef_x_x_Here-comes-t
B759FE4B,Sounds:vo_hub1:HB1_11562_1_Capn-Pepper_x_x_Arr-hello-t
BEB8004E,Sounds:vo_hub1:HB1_11563_1_Capn-Pepper_x_x_Ahoy-would
1EF78BA0,Sounds:vo_hub1:HB1_11564_1_Sonic_x_x_Well-do-it
F93F656E,Sounds:vo_hub1:HB1_11565_1_Amy_x_x_We-can-do-th
12D1C7CF,Sounds:vo_hub1:HB1_11566_1_Knuckles_x_x_We-will-help
FBC8FE58,Sounds:vo_hub1:HB1_11567_1_Tails_x_x_Of-course-we
5B369C50,Sounds:vo_hub1:HB1_11568_1_Capn-Pepper_x_x_Thank-you-so
B61FFAA2,Sounds:vo_hub1:HB1_11569_1_Capn-Pepper_x_x_You-did-it
6CE7D821,Sounds:vo_hub1:HB1_11571_1_Troubled-Turtle_x_x_If-you-ever
F6808318,Sounds:vo_hub1:HB1_11572_1_Troubled-Turtle_x_x_Once-you-fin
02847D96,Sounds:vo_hub1:HB1_11573_1_Troubled-Turtle_x_x_Thank-you-so
FB6D51A4,Sounds:vo_hub1:HB1_11574_1_Troubled-Turtle_x_x_Its-easy-eno
0973356B,Sounds:vo_hub2:HB2_12000_1_Sonic_x_x_Hmmthis
08DBCD48,Sounds:vo_hub2:HB2_12001_1_Sonic_x_x_Well-here-i
4083E2C0,Sounds:vo_hub2:HB2_12002_1_Sonic_x_x_This-place-n
3A7B7004,Sounds:vo_hub2:HB2_12003_20_Tails_x_x_Its-not-that
89100AAB,Sounds:vo_hub2:HB2_12004_1_Tails_x_x_Wow-this-pl
1938701A,Sounds:vo_hub2:HB2_12005_20_Tails_x_x_We-got-the-t
0B6BE418,Sounds:vo_hub2:HB2_12006_1_Knuckles_x_x_WHAT-A-Dum
42A6005E,Sounds:vo_hub2:HB2_12007_1_Knuckles_x_x_Wow-Even-Ly
A9559F75,Sounds:vo_hub2:HB2_12008_1_Knuckles_x_x_This-is-goin
D489B30B,Sounds:vo_hub2:HB2_12009_1_Amy_x_x_Just-a-littl
B4F83863,Sounds:vo_hub2:HB2_12010_1_Amy_x_x_I-think-it-h
781D011D,Sounds:vo_hub2:HB2_12011_20_Amy_x_x_This-place-h
68BBAA6E,Sounds:vo_hub2:HB2_12012_1_Sonic_x_x_Alright
393E5699,Sounds:vo_hub2:HB2_12013_1_Sonic_x_x_Thats-that
3BFA8970,Sounds:vo_hub2:HB2_12014_1_Sonic_x_x_That-should
C28EB613,Sounds:vo_hub2:HB2_12015_20_Tails_x_x_Its-like-nig
FED45386,Sounds:vo_hub2:HB2_12016_1_Tails_x_x_See-what-you
041D1C5B,Sounds:vo_hub2:HB2_12017_20_Tails_x_x_Much-better
AE8FC426,Sounds:vo_hub2:HB2_12018_1_Knuckles_x_x_All-done-Th
E98BD472,Sounds:vo_hub2:HB2_12019_1_Knuckles_x_x_Not-bad-If
43AB36D4,Sounds:vo_hub2:HB2_12020_1_Knuckles_x_x_Who-would-ha
FE219B9A,Sounds:vo_hub2:HB2_12021_1_Amy_x_x_All-it-takes
6FE40398,Sounds:vo_hub2:HB2_12022_1_Amy_x_x_That-wasnt
D58B2EEE,Sounds:vo_hub2:HB2_12023_1_Amy_x_x_Now-this-lo
FD119F52,Sounds:vo_hub2:HB2_12024_1_Amy_x_x_Hey-this-is
77F152D0,Sounds:vo_hub2:HB2_12025_1_Sonic_x_x_Hey-look-we
DC8A7837,Sounds:vo_hub2:HB2_12026_1_Amy_x_x_Hey-theres
B6E52F9E,Sounds:vo_hub2:HB2_12191_20_Pokey_x_x_What-are-you
BA5B6E47,Sounds:vo_hub2:HB2_12192_1_Pokey_x_x_Cant-talk-r
8D41D17B,Sounds:vo_hub2:HB2_12193_1_Hokey_x_x_Me-and-the-m
9D72B390,Sounds:vo_hub2:HB2_12194_20_Hokey_x_x_Not-in-the-m
DCF97110,Sounds:vo_hub2:HB2_12027_1_Pokey_x_x_I-bet-you-di
20C80E86,Sounds:vo_hub2:HB2_12028_1_Sonic_x_x_You-are-pret
3447561E,Sounds:vo_hub2:HB2_12029_20_Pokey_x_x_Doesnt-matt
AC3E3719,Sounds:vo_hub2:HB2_12030_1_Amy_x_x_DEEP-in-the
7856F6B0,Sounds:vo_hub2:HB2_12031_1_Pokey_x_x_Well-truth
6E87E411,Sounds:vo_hub2:HB2_12032_1_Knuckles_x_x_You-should-f
D97F17B7,Sounds:vo_hub2:HB2_12033_20_Amy_x_x_We-do
A0B1C166,Sounds:vo_hub2:HB2_12034_1_Pokey_x_x_No-She-love
1D43FCFF,Sounds:vo_hub2:HB2_12035_1_Sonic_x_x_Fine-Calm-d
FD523528,Sounds:vo_hub2:HB2_12036_1_Pokey_x_x_You-can-kind
1B9CD863,Sounds:vo_hub2:HB2_12037_1_Sonic_x_x_Got-it-We-w
47E5DA2E,Sounds:vo_hub2:HB2_12038_1_Pokey_x_x_Do-You-have
1B182876,Sounds:vo_hub2:HB2_12039_1_Pokey_x_x_Do-you-have
AF02E72B,Sounds:vo_hub2:HB2_12040_1_Pokey_x_x_She-is-still
F0FEAB77,Sounds:vo_hub2:HB2_12041_1_Pokey_x_x_You-did-it
638AFE25,Sounds:vo_hub2:HB2_12042_1_Sonic_x_x_Guess-what-e
CC3AB93A,Sounds:vo_hub2:HB2_12043_1_Tails_x_x_My-tails-are
A5D5D392,Sounds:vo_hub2:HB2_12044_1_Pokey_x_x_Soaked-is-a
334521E4,Sounds:vo_hub2:HB2_12045_1_Amy_x_x_Is-Hokey-goi
C80A1AA0,Sounds:vo_hub2:HB2_12046_1_Pokey_x_x_Who-cares-D
B1DBF04F,Sounds:vo_hub2:HB2_12047_1_Pokey_x_x_These-guys-h
F6F34CD6,Sounds:vo_hub2:HB2_12048_1_Sonic_x_x_Hah-look-wh
D4A63A84,Sounds:vo_hub2:HB2_12049_1_Tails_x_x_Whoa-that-b
5A6A816C,Sounds:vo_hub2:HB2_12050_20_Sonic_x_x_Uh-we-beat-i
4C60BDD4,Sounds:vo_hub2:HB2_12051_1_Amy_x_x_So-much-for
65D6CF04,Sounds:vo_hub2:HB2_12195_1_Mayor-Fink_x_x_Busy-countin
81B08FF2,Sounds:vo_hub2:HB2_12196_1_Mayor-Fink_x_x_As-a-politic
EAB08242,Sounds:vo_hub2:HB2_12197_1_Mayor-Fink_x_x_Im-pretty-b
A0563CA0,Sounds:vo_hub2:HB2_12198_1_Mayor-Fink_x_x_Shooshoo-y
E711E176,Sounds:vo_hub2:HB2_12052_1_Mayor-Fink_x_x_YellsHello
0A8542CC,Sounds:vo_hub2:HB2_12053_1_Knuckles_x_x_Politicians
ADD2D65F,Sounds:vo_hub2:HB2_12054_1_Mayor-Fink_x_x_Ah-good-yo
EECD8E85,Sounds:vo_hub2:HB2_12055_1_Amy_x_x_We-will-look
27031788,Sounds:vo_hub2:HB2_12056_1_Mayor-Fink_x_x_Of-course-I
